year,category,winner,entity
1928,DIRECTING,FALSE,Irving Cummings
1928,DIRECTING,FALSE,Frank Lloyd
1928,DIRECTING,FALSE,Ernst Lubitsch
1928,OUTSTANDING PICTURE,FALSE,Feature Productions
1928,OUTSTANDING PICTURE,FALSE,Fox
1928,OUTSTANDING PICTURE,FALSE,Metro-Goldwyn-Mayer
1928,OUTSTANDING PICTURE,FALSE,Paramount Famous Lasky
1928,WRITING,FALSE,Tom Barry
1928,WRITING,FALSE,Elliott Clawson
1928,WRITING,FALSE,Hans Kraly
1928,WRITING,FALSE,Josephine Lovett
1928,WRITING,FALSE,Bess Meredyth
1929,ACTOR,FALSE,George Arliss
1929,ACTOR,FALSE,Wallace Beery
1929,ACTOR,FALSE,Maurice Chevalier
1929,ACTOR,FALSE,Ronald Colman
1929,ACTOR,FALSE,Lawrence Tibbett
1929,ACTRESS,FALSE,Nancy Carroll
1929,ACTRESS,FALSE,Ruth Chatterton
1929,ACTRESS,FALSE,Greta Garbo
1929,ACTRESS,FALSE,Norma Shearer
1929,ACTRESS,FALSE,Gloria Swanson
1929,ART DIRECTION,FALSE,Bulldog Drummond
1929,ART DIRECTION,FALSE,The Love Parade
1929,ART DIRECTION,FALSE,Sally
1929,ART DIRECTION,FALSE,The Vagabond King
1929,CINEMATOGRAPHY,FALSE,All Quiet on the Western Front
1929,CINEMATOGRAPHY,FALSE,Anna Christie
1929,CINEMATOGRAPHY,FALSE,Hell's Angels
1929,CINEMATOGRAPHY,FALSE,The Love Parade
1929,DIRECTING,FALSE,Clarence Brown
1929,DIRECTING,FALSE,Robert Leonard
1929,DIRECTING,FALSE,Ernst Lubitsch
1929,DIRECTING,FALSE,King Vidor
1929,OUTSTANDING PRODUCTION,FALSE,The Big House
1929,OUTSTANDING PRODUCTION,FALSE,Disraeli
1929,OUTSTANDING PRODUCTION,FALSE,The Divorcee
1929,OUTSTANDING PRODUCTION,FALSE,The Love Parade
1929,SOUND RECORDING,FALSE,The Case of Sergeant Grischa
1929,SOUND RECORDING,FALSE,The Love Parade
1929,SOUND RECORDING,FALSE,Raffles
1929,SOUND RECORDING,FALSE,Song of the Flame
1929,WRITING,FALSE,All Quiet on the Western Front
1929,WRITING,FALSE,Disraeli
1929,WRITING,FALSE,The Divorcee
1929,WRITING,FALSE,Street of Chance
1930,ACTOR,FALSE,Jackie Cooper
1930,ACTOR,FALSE,Richard Dix
1930,ACTOR,FALSE,Fredric March
1930,ACTOR,FALSE,Adolphe Menjou
1930,ACTRESS,FALSE,Marlene Dietrich
1930,ACTRESS,FALSE,Irene Dunne
1930,ACTRESS,FALSE,Ann Harding
1930,ACTRESS,FALSE,Norma Shearer
1930,ART DIRECTION,FALSE,Just Imagine
1930,ART DIRECTION,FALSE,Morocco
1930,ART DIRECTION,FALSE,Svengali
1930,ART DIRECTION,FALSE,Whoopee!
1930,CINEMATOGRAPHY,FALSE,Cimarron
1930,CINEMATOGRAPHY,FALSE,Morocco
1930,CINEMATOGRAPHY,FALSE,The Right to Love
1930,CINEMATOGRAPHY,FALSE,Svengali
1930,DIRECTING,FALSE,Cimarron
1930,DIRECTING,FALSE,A Free Soul
1930,DIRECTING,FALSE,The Front Page
1930,DIRECTING,FALSE,Morocco
1930,OUTSTANDING PRODUCTION,FALSE,East Lynne
1930,OUTSTANDING PRODUCTION,FALSE,The Front Page
1930,OUTSTANDING PRODUCTION,FALSE,Skippy
1930,OUTSTANDING PRODUCTION,FALSE,Trader Horn
1930,SOUND RECORDING,FALSE,Samuel Goldwyn - United Artists Studio Sound Department
1930,SOUND RECORDING,FALSE,Metro-Goldwyn-Mayer Studio Sound Department
1930,SOUND RECORDING,FALSE,RKO Radio Studio Sound Department
1930,WRITING (Adaptation),FALSE,The Criminal Code
1930,WRITING (Adaptation),FALSE,Holiday
1930,WRITING (Adaptation),FALSE,Little Caesar
1930,WRITING (Adaptation),FALSE,Skippy
1930,WRITING (Original Story),FALSE,The Doorway to Hell
1930,WRITING (Original Story),FALSE,Laughter
1930,WRITING (Original Story),FALSE,The Public Enemy
1930,WRITING (Original Story),FALSE,Smart Money
1931,ACTOR,FALSE,Alfred Lunt
1931,ACTRESS,FALSE,Marie Dressler
1931,ACTRESS,FALSE,Lynn Fontanne
1931,ART DIRECTION,FALSE,Ã€ Nous la LibertÃ©
1931,ART DIRECTION,FALSE,Arrowsmith
1931,CINEMATOGRAPHY,FALSE,Arrowsmith
1931,CINEMATOGRAPHY,FALSE,Dr. Jekyll and Mr. Hyde
1931,DIRECTING,FALSE,The Champ
1931,DIRECTING,FALSE,Shanghai Express
1931,OUTSTANDING PRODUCTION,FALSE,Arrowsmith
1931,OUTSTANDING PRODUCTION,FALSE,Bad Girl
1931,OUTSTANDING PRODUCTION,FALSE,The Champ
1931,OUTSTANDING PRODUCTION,FALSE,Five Star Final
1931,OUTSTANDING PRODUCTION,FALSE,One Hour with You
1931,OUTSTANDING PRODUCTION,FALSE,Shanghai Express
1931,OUTSTANDING PRODUCTION,FALSE,The Smiling Lieutenant
1931,SHORT SUBJECT (Cartoon),FALSE,It's Got Me Again
1931,SHORT SUBJECT (Cartoon),FALSE,Mickey's Orphans
1931,SHORT SUBJECT (Comedy),FALSE,The Loud Mouth
1931,SHORT SUBJECT (Comedy),FALSE,Scratch-As-Catch-Can
1931,SHORT SUBJECT (Comedy),FALSE,Stout Hearts and Willing Hands
1931,SHORT SUBJECT (Novelty),FALSE,Screen Souvenirs
1931,SHORT SUBJECT (Novelty),FALSE,Swing High
1931,SOUND RECORDING,FALSE,Metro-Goldwyn-Mayer Studio Sound Department
1931,SOUND RECORDING,FALSE,RKO Radio Studio Sound Department
1931,SOUND RECORDING,FALSE,Warner Bros.-First National Studio Sound Department
1931,WRITING (Adaptation),FALSE,Arrowsmith
1931,WRITING (Adaptation),FALSE,Dr. Jekyll and Mr. Hyde
1931,WRITING (Original Story),FALSE,Lady and Gent
1931,WRITING (Original Story),FALSE,The Star Witness
1931,WRITING (Original Story),FALSE,What Price Hollywood?
1932,ACTOR,FALSE,Leslie Howard
1932,ACTOR,FALSE,Paul Muni
1932,ACTRESS,FALSE,May Robson
1932,ACTRESS,FALSE,Diana Wynyard
1932,ART DIRECTION,FALSE,A Farewell to Arms
1932,ART DIRECTION,FALSE,When Ladies Meet
1932,ASSISTANT DIRECTOR,FALSE,Percy Ikerd (Fox)
1932,ASSISTANT DIRECTOR,FALSE,Bunny Dull (Metro-Goldwyn-Mayer)
1932,ASSISTANT DIRECTOR,FALSE,John S. Waters (Metro-Goldwyn-Mayer)
1932,ASSISTANT DIRECTOR,FALSE,Sidney S. Brod (Paramount)
1932,ASSISTANT DIRECTOR,FALSE,Arthur Jacobson (Paramount)
1932,ASSISTANT DIRECTOR,FALSE,Eddie Killey (RKO Radio)
1932,ASSISTANT DIRECTOR,FALSE,Benjamin Silvey (United Artists)
1932,ASSISTANT DIRECTOR,FALSE,Joe McDonough (Universal)
1932,ASSISTANT DIRECTOR,FALSE,W. J. Reiter (Universal)
1932,ASSISTANT DIRECTOR,FALSE,Al Alborn (Warner Bros.)
1932,ASSISTANT DIRECTOR,FALSE,Frank X. Shaw (Warner Bros.)
1932,CINEMATOGRAPHY,FALSE,Reunion in Vienna
1932,CINEMATOGRAPHY,FALSE,The Sign of the Cross
1932,DIRECTING,FALSE,Lady for a Day
1932,DIRECTING,FALSE,Little Women
1932,OUTSTANDING PRODUCTION,FALSE,A Farewell to Arms
1932,OUTSTANDING PRODUCTION,FALSE,42nd Street
1932,OUTSTANDING PRODUCTION,FALSE,I Am a Fugitive from a Chain Gang
1932,OUTSTANDING PRODUCTION,FALSE,Lady for a Day
1932,OUTSTANDING PRODUCTION,FALSE,Little Women
1932,OUTSTANDING PRODUCTION,FALSE,The Private Life of Henry VIII
1932,OUTSTANDING PRODUCTION,FALSE,She Done Him Wrong
1932,OUTSTANDING PRODUCTION,FALSE,Smilin' Through
1932,OUTSTANDING PRODUCTION,FALSE,State Fair
1932,SHORT SUBJECT (Cartoon),FALSE,Building a Building
1932,SHORT SUBJECT (Cartoon),FALSE,The Merry Old Soul
1932,SHORT SUBJECT (Comedy),FALSE,Mister Mugg
1932,SHORT SUBJECT (Comedy),FALSE,A Preferred List
1932,SHORT SUBJECT (Novelty),FALSE,Menu
1932,SHORT SUBJECT (Novelty),FALSE,The Sea
1932,SOUND RECORDING,FALSE,42nd Street
1932,SOUND RECORDING,FALSE,Gold Diggers of 1933
1932,SOUND RECORDING,FALSE,I Am a Fugitive from a Chain Gang
1932,WRITING (Adaptation),FALSE,Lady for a Day
1932,WRITING (Adaptation),FALSE,State Fair
1932,WRITING (Original Story),FALSE,The Prizefighter and the Lady
1932,WRITING (Original Story),FALSE,Rasputin and the Empress
1934,ACTOR,FALSE,Frank Morgan
1934,ACTOR,FALSE,William Powell
1934,ACTRESS,FALSE,Bette Davis
1934,ACTRESS,FALSE,Grace Moore
1934,ACTRESS,FALSE,Norma Shearer
1934,ART DIRECTION,FALSE,The Affairs of Cellini
1934,ART DIRECTION,FALSE,The Gay Divorcee
1934,ASSISTANT DIRECTOR,FALSE,Cleopatra
1934,ASSISTANT DIRECTOR,FALSE,Imitation of Life
1934,CINEMATOGRAPHY,FALSE,The Affairs of Cellini
1934,CINEMATOGRAPHY,FALSE,Operator 13
1934,DIRECTING,FALSE,One Night of Love
1934,DIRECTING,FALSE,The Thin Man
1934,FILM EDITING,FALSE,Cleopatra
1934,FILM EDITING,FALSE,One Night of Love
1934,MUSIC (Scoring),FALSE,The Gay Divorcee
1934,MUSIC (Scoring),FALSE,The Lost Patrol
1934,MUSIC (Song),FALSE,Flying Down to Rio
1934,MUSIC (Song),FALSE,She Loves Me Not
1934,OUTSTANDING PRODUCTION,FALSE,The Barretts of Wimpole Street
1934,OUTSTANDING PRODUCTION,FALSE,Cleopatra
1934,OUTSTANDING PRODUCTION,FALSE,Flirtation Walk
1934,OUTSTANDING PRODUCTION,FALSE,The Gay Divorcee
1934,OUTSTANDING PRODUCTION,FALSE,Here Comes the Navy
1934,OUTSTANDING PRODUCTION,FALSE,The House of Rothschild
1934,OUTSTANDING PRODUCTION,FALSE,Imitation of Life
1934,OUTSTANDING PRODUCTION,FALSE,One Night of Love
1934,OUTSTANDING PRODUCTION,FALSE,The Thin Man
1934,OUTSTANDING PRODUCTION,FALSE,Viva Villa!
1934,OUTSTANDING PRODUCTION,FALSE,The White Parade
1934,SHORT SUBJECT (Cartoon),FALSE,Holiday Land
1934,SHORT SUBJECT (Cartoon),FALSE,Jolly Little Elves
1934,SHORT SUBJECT (Comedy),FALSE,Men in Black
1934,SHORT SUBJECT (Comedy),FALSE,"What, No Men!"
1934,SHORT SUBJECT (Novelty),FALSE,Bosom Friends
1934,SHORT SUBJECT (Novelty),FALSE,Strikes and Spares
1934,SOUND RECORDING,FALSE,The Affairs of Cellini
1934,SOUND RECORDING,FALSE,Cleopatra
1934,SOUND RECORDING,FALSE,Flirtation Walk
1934,SOUND RECORDING,FALSE,The Gay Divorcee
1934,SOUND RECORDING,FALSE,Imitation of Life
1934,SOUND RECORDING,FALSE,Viva Villa!
1934,SOUND RECORDING,FALSE,The White Parade
1934,WRITING (Adaptation),FALSE,The Thin Man
1934,WRITING (Adaptation),FALSE,Viva Villa!
1934,WRITING (Original Story),FALSE,Hide-Out
1934,WRITING (Original Story),FALSE,The Richest Girl in the World
1935,ACTOR,FALSE,Clark Gable
1935,ACTOR,FALSE,Charles Laughton
1935,ACTOR,FALSE,Paul Muni
1935,ACTOR,FALSE,Franchot Tone
1935,ACTRESS,FALSE,Elisabeth Bergner
1935,ACTRESS,FALSE,Claudette Colbert
1935,ACTRESS,FALSE,Katharine Hepburn
1935,ACTRESS,FALSE,Miriam Hopkins
1935,ACTRESS,FALSE,Merle Oberon
1935,ART DIRECTION,FALSE,The Lives of a Bengal Lancer
1935,ART DIRECTION,FALSE,Top Hat
1935,ASSISTANT DIRECTOR,FALSE,David Copperfield
1935,ASSISTANT DIRECTOR,FALSE,Les Miserables
1935,ASSISTANT DIRECTOR,FALSE,A Midsummer Night's Dream
1935,CINEMATOGRAPHY,FALSE,Barbary Coast
1935,CINEMATOGRAPHY,FALSE,The Crusades
1935,CINEMATOGRAPHY,FALSE,Les Miserables
1935,DANCE DIRECTION,FALSE,Busby Berkeley
1935,DANCE DIRECTION,FALSE,Bobby Connolly
1935,DANCE DIRECTION,FALSE,Sammy Lee
1935,DANCE DIRECTION,FALSE,Hermes Pan
1935,DANCE DIRECTION,FALSE,LeRoy Prinz
1935,DANCE DIRECTION,FALSE,Benjamin Zemach
1935,DIRECTING,FALSE,Captain Blood
1935,DIRECTING,FALSE,The Lives of a Bengal Lancer
1935,DIRECTING,FALSE,Mutiny on the Bounty
1935,FILM EDITING,FALSE,David Copperfield
1935,FILM EDITING,FALSE,The Informer
1935,FILM EDITING,FALSE,Les Miserables
1935,FILM EDITING,FALSE,The Lives of a Bengal Lancer
1935,FILM EDITING,FALSE,Mutiny on the Bounty
1935,MUSIC (Scoring),FALSE,Captain Blood
1935,MUSIC (Scoring),FALSE,Mutiny on the Bounty
1935,MUSIC (Scoring),FALSE,Peter Ibbetson
1935,MUSIC (Song),FALSE,Top Hat
1935,MUSIC (Song),FALSE,Roberta
1935,OUTSTANDING PRODUCTION,FALSE,Alice Adams
1935,OUTSTANDING PRODUCTION,FALSE,Broadway Melody of 1936
1935,OUTSTANDING PRODUCTION,FALSE,Captain Blood
1935,OUTSTANDING PRODUCTION,FALSE,David Copperfield
1935,OUTSTANDING PRODUCTION,FALSE,The Informer
1935,OUTSTANDING PRODUCTION,FALSE,Les Miserables
1935,OUTSTANDING PRODUCTION,FALSE,The Lives of a Bengal Lancer
1935,OUTSTANDING PRODUCTION,FALSE,A Midsummer Night's Dream
1935,OUTSTANDING PRODUCTION,FALSE,Naughty Marietta
1935,OUTSTANDING PRODUCTION,FALSE,Ruggles of Red Gap
1935,OUTSTANDING PRODUCTION,FALSE,Top Hat
1935,SHORT SUBJECT (Cartoon),FALSE,The Calico Dragon
1935,SHORT SUBJECT (Cartoon),FALSE,Who Killed Cock Robin?
1935,SHORT SUBJECT (Comedy),FALSE,"Oh, My Nerves"
1935,SHORT SUBJECT (Comedy),FALSE,Tit for Tat
1935,SHORT SUBJECT (Novelty),FALSE,Audioscopiks
1935,SHORT SUBJECT (Novelty),FALSE,Camera Thrills
1935,SOUND RECORDING,FALSE,Bride of Frankenstein
1935,SOUND RECORDING,FALSE,Captain Blood
1935,SOUND RECORDING,FALSE,The Dark Angel
1935,SOUND RECORDING,FALSE,I Dream Too Much
1935,SOUND RECORDING,FALSE,The Lives of a Bengal Lancer
1935,SOUND RECORDING,FALSE,Love Me Forever
1935,SOUND RECORDING,FALSE,"$1,000 a Minute"
1935,SOUND RECORDING,FALSE,Thanks a Million
1935,WRITING (Original Story),FALSE,Broadway Melody of 1936
1935,WRITING (Original Story),FALSE,G-Men
1935,WRITING (Original Story),FALSE,The Gay Deception
1935,WRITING (Screenplay),FALSE,Captain Blood
1935,WRITING (Screenplay),FALSE,The Lives of a Bengal Lancer
1935,WRITING (Screenplay),FALSE,Mutiny on the Bounty
1936,ACTOR,FALSE,Gary Cooper
1936,ACTOR,FALSE,Walter Huston
1936,ACTOR,FALSE,William Powell
1936,ACTOR,FALSE,Spencer Tracy
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Mischa Auer
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Stuart Erwin
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Basil Rathbone
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Akim Tamiroff
1936,ACTRESS,FALSE,Irene Dunne
1936,ACTRESS,FALSE,Gladys George
1936,ACTRESS,FALSE,Carole Lombard
1936,ACTRESS,FALSE,Norma Shearer
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Beulah Bondi
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Alice Brady
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Bonita Granville
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Maria Ouspenskaya
1936,ART DIRECTION,FALSE,Anthony Adverse
1936,ART DIRECTION,FALSE,The Great Ziegfeld
1936,ART DIRECTION,FALSE,Lloyds of London
1936,ART DIRECTION,FALSE,The Magnificent Brute
1936,ART DIRECTION,FALSE,Romeo and Juliet
1936,ART DIRECTION,FALSE,Winterset
1936,ASSISTANT DIRECTOR,FALSE,Anthony Adverse
1936,ASSISTANT DIRECTOR,FALSE,The Garden of Allah
1936,ASSISTANT DIRECTOR,FALSE,The Last of the Mohicans
1936,ASSISTANT DIRECTOR,FALSE,San Francisco
1936,CINEMATOGRAPHY,FALSE,The General Died at Dawn
1936,CINEMATOGRAPHY,FALSE,The Gorgeous Hussy
1936,DANCE DIRECTION,FALSE,Busby Berkeley
1936,DANCE DIRECTION,FALSE,Bobby Connolly
1936,DANCE DIRECTION,FALSE,Dave Gould
1936,DANCE DIRECTION,FALSE,Jack Haskell
1936,DANCE DIRECTION,FALSE,Russell Lewis
1936,DANCE DIRECTION,FALSE,Hermes Pan
1936,DIRECTING,FALSE,Dodsworth
1936,DIRECTING,FALSE,The Great Ziegfeld
1936,DIRECTING,FALSE,My Man Godfrey
1936,DIRECTING,FALSE,San Francisco
1936,FILM EDITING,FALSE,Come and Get It
1936,FILM EDITING,FALSE,The Great Ziegfeld
1936,FILM EDITING,FALSE,Lloyds of London
1936,FILM EDITING,FALSE,A Tale of Two Cities
1936,FILM EDITING,FALSE,Theodora Goes Wild
1936,MUSIC (Scoring),FALSE,The Charge of the Light Brigade
1936,MUSIC (Scoring),FALSE,The Garden of Allah
1936,MUSIC (Scoring),FALSE,The General Died at Dawn
1936,MUSIC (Scoring),FALSE,Winterset
1936,MUSIC (Song),FALSE,Suzy
1936,MUSIC (Song),FALSE,Born to Dance
1936,MUSIC (Song),FALSE,Trail of the Lonesome Pine
1936,MUSIC (Song),FALSE,Pennies from Heaven
1936,MUSIC (Song),FALSE,"Sing, Baby, Sing"
1936,OUTSTANDING PRODUCTION,FALSE,Anthony Adverse
1936,OUTSTANDING PRODUCTION,FALSE,Dodsworth
1936,OUTSTANDING PRODUCTION,FALSE,Libeled Lady
1936,OUTSTANDING PRODUCTION,FALSE,Mr. Deeds Goes to Town
1936,OUTSTANDING PRODUCTION,FALSE,Romeo and Juliet
1936,OUTSTANDING PRODUCTION,FALSE,San Francisco
1936,OUTSTANDING PRODUCTION,FALSE,The Story of Louis Pasteur
1936,OUTSTANDING PRODUCTION,FALSE,A Tale of Two Cities
1936,OUTSTANDING PRODUCTION,FALSE,Three Smart Girls
1936,SHORT SUBJECT (Cartoon),FALSE,Old Mill Pond
1936,SHORT SUBJECT (Cartoon),FALSE,Sinbad the Sailor
1936,SHORT SUBJECT (Color),FALSE,La Fiesta de Santa Barbara
1936,SHORT SUBJECT (Color),FALSE,Popular Science J-6-2
1936,SHORT SUBJECT (One-reel),FALSE,Moscow Moods
1936,SHORT SUBJECT (One-reel),FALSE,"Wanted, a Master"
1936,SHORT SUBJECT (Two-reel),FALSE,Double or Nothing
1936,SHORT SUBJECT (Two-reel),FALSE,Dummy Ache
1936,SOUND RECORDING,FALSE,Banjo on My Knee
1936,SOUND RECORDING,FALSE,The Charge of the Light Brigade
1936,SOUND RECORDING,FALSE,Dodsworth
1936,SOUND RECORDING,FALSE,General Spanky
1936,SOUND RECORDING,FALSE,Mr. Deeds Goes to Town
1936,SOUND RECORDING,FALSE,The Texas Rangers
1936,SOUND RECORDING,FALSE,That Girl from Paris
1936,SOUND RECORDING,FALSE,Three Smart Girls
1936,WRITING (Original Story),FALSE,Fury
1936,WRITING (Original Story),FALSE,The Great Ziegfeld
1936,WRITING (Original Story),FALSE,San Francisco
1936,WRITING (Original Story),FALSE,Three Smart Girls
1936,WRITING (Screenplay),FALSE,After the Thin Man
1936,WRITING (Screenplay),FALSE,Dodsworth
1936,WRITING (Screenplay),FALSE,Mr. Deeds Goes to Town
1936,WRITING (Screenplay),FALSE,My Man Godfrey
1937,ACTOR,FALSE,Charles Boyer
1937,ACTOR,FALSE,Fredric March
1937,ACTOR,FALSE,Robert Montgomery
1937,ACTOR,FALSE,Paul Muni
1937,ACTOR IN A SUPPORTING ROLE,FALSE,Ralph Bellamy
1937,ACTOR IN A SUPPORTING ROLE,FALSE,Thomas Mitchell
1937,ACTOR IN A SUPPORTING ROLE,FALSE,H. B. Warner
1937,ACTOR IN A SUPPORTING ROLE,FALSE,Roland Young
1937,ACTRESS,FALSE,Irene Dunne
1937,ACTRESS,FALSE,Greta Garbo
1937,ACTRESS,FALSE,Janet Gaynor
1937,ACTRESS,FALSE,Barbara Stanwyck
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Andrea Leeds
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Anne Shirley
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Claire Trevor
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Dame May Whitty
1937,ART DIRECTION,FALSE,Conquest
1937,ART DIRECTION,FALSE,A Damsel in Distress
1937,ART DIRECTION,FALSE,Dead End
1937,ART DIRECTION,FALSE,Every Day's a Holiday
1937,ART DIRECTION,FALSE,The Life of Emile Zola
1937,ART DIRECTION,FALSE,Manhattan Merry-Go-Round
1937,ART DIRECTION,FALSE,The Prisoner of Zenda
1937,ART DIRECTION,FALSE,Souls at Sea
1937,ART DIRECTION,FALSE,Walter Wanger's Vogues of 1938
1937,ART DIRECTION,FALSE,Wee Willie Winkie
1937,ART DIRECTION,FALSE,You're a Sweetheart
1937,ASSISTANT DIRECTOR,FALSE,The Life of Emile Zola
1937,ASSISTANT DIRECTOR,FALSE,Lost Horizon
1937,ASSISTANT DIRECTOR,FALSE,Souls at Sea
1937,ASSISTANT DIRECTOR,FALSE,A Star Is Born
1937,CINEMATOGRAPHY,FALSE,Dead End
1937,CINEMATOGRAPHY,FALSE,Wings over Honolulu
1937,DANCE DIRECTION,FALSE,Busby Berkeley
1937,DANCE DIRECTION,FALSE,Bobby Connolly
1937,DANCE DIRECTION,FALSE,Dave Gould
1937,DANCE DIRECTION,FALSE,Sammy Lee
1937,DANCE DIRECTION,FALSE,Harry Losee
1937,DANCE DIRECTION,FALSE,LeRoy Prinz
1937,DIRECTING,FALSE,The Good Earth
1937,DIRECTING,FALSE,The Life of Emile Zola
1937,DIRECTING,FALSE,Stage Door
1937,DIRECTING,FALSE,A Star Is Born
1937,FILM EDITING,FALSE,The Awful Truth
1937,FILM EDITING,FALSE,Captains Courageous
1937,FILM EDITING,FALSE,The Good Earth
1937,FILM EDITING,FALSE,One Hundred Men and a Girl
1937,MUSIC (Scoring),FALSE,The Hurricane
1937,MUSIC (Scoring),FALSE,In Old Chicago
1937,MUSIC (Scoring),FALSE,The Life of Emile Zola
1937,MUSIC (Scoring),FALSE,Lost Horizon
1937,MUSIC (Scoring),FALSE,Make a Wish
1937,MUSIC (Scoring),FALSE,Maytime
1937,MUSIC (Scoring),FALSE,Portia on Trial
1937,MUSIC (Scoring),FALSE,The Prisoner of Zenda
1937,MUSIC (Scoring),FALSE,Quality Street
1937,MUSIC (Scoring),FALSE,Snow White and the Seven Dwarfs
1937,MUSIC (Scoring),FALSE,Something to Sing About
1937,MUSIC (Scoring),FALSE,Souls at Sea
1937,MUSIC (Scoring),FALSE,Way Out West
1937,MUSIC (Song),FALSE,Mr. Dodd Takes the Air
1937,MUSIC (Song),FALSE,Walter Wanger's Vogues of 1938
1937,MUSIC (Song),FALSE,Shall We Dance
1937,MUSIC (Song),FALSE,Artists and Models
1937,OUTSTANDING PRODUCTION,FALSE,The Awful Truth
1937,OUTSTANDING PRODUCTION,FALSE,Captains Courageous
1937,OUTSTANDING PRODUCTION,FALSE,Dead End
1937,OUTSTANDING PRODUCTION,FALSE,The Good Earth
1937,OUTSTANDING PRODUCTION,FALSE,In Old Chicago
1937,OUTSTANDING PRODUCTION,FALSE,Lost Horizon
1937,OUTSTANDING PRODUCTION,FALSE,One Hundred Men and a Girl
1937,OUTSTANDING PRODUCTION,FALSE,Stage Door
1937,OUTSTANDING PRODUCTION,FALSE,A Star Is Born
1937,SHORT SUBJECT (Cartoon),FALSE,Educated Fish
1937,SHORT SUBJECT (Cartoon),FALSE,The Little Match Girl
1937,SHORT SUBJECT (Color),FALSE,The Man without a Country
1937,SHORT SUBJECT (Color),FALSE,Popular Science J-7-1
1937,SHORT SUBJECT (One-reel),FALSE,A Night at the Movies
1937,SHORT SUBJECT (One-reel),FALSE,Romance of Radium
1937,SHORT SUBJECT (Two-reel),FALSE,Deep South
1937,SHORT SUBJECT (Two-reel),FALSE,Should Wives Work?
1937,SOUND RECORDING,FALSE,The Girl Said No
1937,SOUND RECORDING,FALSE,Hitting a New High
1937,SOUND RECORDING,FALSE,In Old Chicago
1937,SOUND RECORDING,FALSE,The Life of Emile Zola
1937,SOUND RECORDING,FALSE,Lost Horizon
1937,SOUND RECORDING,FALSE,Maytime
1937,SOUND RECORDING,FALSE,One Hundred Men and a Girl
1937,SOUND RECORDING,FALSE,Topper
1937,SOUND RECORDING,FALSE,Wells Fargo
1937,WRITING (Original Story),FALSE,Black Legion
1937,WRITING (Original Story),FALSE,In Old Chicago
1937,WRITING (Original Story),FALSE,The Life of Emile Zola
1937,WRITING (Original Story),FALSE,One Hundred Men and a Girl
1937,WRITING (Screenplay),FALSE,The Awful Truth
1937,WRITING (Screenplay),FALSE,Captains Courageous
1937,WRITING (Screenplay),FALSE,Stage Door
1937,WRITING (Screenplay),FALSE,A Star Is Born
1938,ACTOR,FALSE,Charles Boyer
